# qx_over_a qy_over_b Re_chi Im_chi
# num_k=200, num_q=100, n_orb=8, kT=0.001, mu=0.06, omega=0.0, eta=0.002, n_processes=80
-5.4212125169797987e-01 -1.8098469439787573e-01 1.1773343446879448e+01 1.1549326518000667e-05
-5.4212125169797987e-01 -1.7092998915354929e-01 1.1796464242976885e+01 1.1369583317973286e-05
-5.4212125169797987e-01 -1.6087528390922284e-01 1.1820024702392972e+01 1.1201409471778770e-05
-5.4212125169797987e-01 -1.5082057866489645e-01 1.1843940339246380e+01 1.1044606751895269e-05
-5.4212125169797987e-01 -1.4076587342057001e-01 1.1868110366575619e+01 1.0898976966879638e-05
-5.4212125169797987e-01 -1.3071116817624356e-01 1.1892415946138959e+01 1.0764325395339043e-05
-5.4212125169797987e-01 -1.2065646293191713e-01 1.1916718868142048e+01 1.0640463591381182e-05
-5.4212125169797987e-01 -1.1060175768759069e-01 1.1940861070238117e+01 1.0527211653022336e-05
-5.4212125169797987e-01 -1.0054705244326431e-01 1.1964665555854909e+01 1.0424400036049166e-05
-5.4212125169797987e-01 -9.0492347198937867e-02 1.1987939374522373e+01 1.0331870986783454e-05
-5.4212125169797987e-01 -8.0437641954611422e-02 1.2010479189865809e+01 1.0249479658579789e-05
-5.4212125169797987e-01 -7.0382936710284977e-02 1.2032079076692508e+01 1.0177094968894600e-05
-5.4212125169797987e-01 -6.0328231465958525e-02 1.2052537336939627e+01 1.0114600246264865e-05
-5.4212125169797987e-01 -5.0273526221632080e-02 1.2071651827676865e+01 1.0061893709466338e-05
-5.4212125169797987e-01 -4.0218820977305711e-02 1.2089178561383232e+01 1.0018888814950653e-05
-5.4212125169797987e-01 -3.0164115732979262e-02 1.2104711612410499e+01 9.9855145026398604e-06
-5.4212125169797987e-01 -2.0109410488652817e-02 1.2117468928423609e+01 9.9617153646341847e-06
-5.4212125169797987e-01 -1.0054705244326374e-02 1.2126145288106249e+01 9.9474517567885648e-06
-5.4212125169797987e-01 7.1065644079062674e-17 1.2129264429773476e+01 9.9426998678405686e-06
-5.4212125169797987e-01 1.0054705244326445e-02 1.2126145288106246e+01 9.9474517567428267e-06
-5.4212125169797987e-01 2.0109410488652890e-02 1.2117468928423614e+01 9.9617153646150756e-06
-5.4212125169797987e-01 3.0164115732979335e-02 1.2104711612410499e+01 9.9855145026431485e-06
-5.4212125169797987e-01 4.0218820977305780e-02 1.2089178561383241e+01 1.0018888814965712e-05
-5.4212125169797987e-01 5.0273526221632225e-02 1.2071651827676858e+01 1.0061893709469191e-05
-5.4212125169797987e-01 6.0328231465958670e-02 1.2052537336939629e+01 1.0114600246257811e-05
-5.4212125169797987e-01 7.0382936710285046e-02 1.2032079076692519e+01 1.0177094968891352e-05
-5.4212125169797987e-01 8.0437641954611491e-02 1.2010479189865805e+01 1.0249479658575613e-05
-5.4212125169797987e-01 9.0492347198937936e-02 1.1987939374522362e+01 1.0331870986785457e-05
-5.4212125169797987e-01 1.0054705244326438e-01 1.1964665555854911e+01 1.0424400036052753e-05
-5.4212125169797987e-01 1.1060175768759083e-01 1.1940861070238117e+01 1.0527211653023510e-05
-5.4212125169797987e-01 1.2065646293191720e-01 1.1916718868142040e+01 1.0640463591378835e-05
-5.4212125169797987e-01 1.3071116817624365e-01 1.1892415946138955e+01 1.0764325395337684e-05
-5.4212125169797987e-01 1.4076587342057009e-01 1.1868110366575619e+01 1.0898976966879151e-05
-5.4212125169797987e-01 1.5082057866489645e-01 1.1843940339246370e+01 1.1044606751893093e-05
-5.4212125169797987e-01 1.6087528390922298e-01 1.1820024702392979e+01 1.1201409471774323e-05
-5.4212125169797987e-01 1.7092998915354934e-01 1.1796464242976876e+01 1.1369583317972659e-05
-5.4212125169797987e-01 1.8098469439787587e-01 1.1773343446879435e+01 1.1549326517998287e-05
-5.4212125169797987e-01 1.9103939964220223e-01 1.1750732404417311e+01 1.1740833172080584e-05
-5.4212125169797987e-01 2.0109410488652862e-01 1.1728688699694073e+01 1.1944288250981804e-05
-5.4212125169797987e-01 2.1114881013085512e-01 1.1707259185180433e+01 1.2159861637895659e-05
-5.4212125169797987e-01 2.2120351537518151e-01 1.1686481591647626e+01 1.2387701090903304e-05
-5.4212125169797987e-01 2.3125822061950801e-01 1.1666385954637276e+01 1.2627923998978829e-05
-5.4212125169797987e-01 2.4131292586383440e-01 1.1646995857429211e+01 1.2880607803681561e-05
-5.4212125169797987e-01 2.5136763110816079e-01 1.1628329501044929e+01 1.3145778962682345e-05
-5.4212125169797987e-01 2.6142233635248729e-01 1.1610400617109022e+01 1.3423400340006973e-05
-5.4212125169797987e-01 2.7147704159681368e-01 1.1593219241388269e+01 1.3713356923170924e-05
-5.4212125169797987e-01 2.8153174684114018e-01 1.1576792365874217e+01 1.4015439789020584e-05
-5.4212125169797987e-01 2.9158645208546657e-01 1.1561124486237944e+01 1.4329328268657189e-05
-5.4212125169797987e-01 3.0164115732979291e-01 1.1546218059914180e+01 1.4654570295989661e-05
-5.4212125169797987e-01 3.1169586257411946e-01 1.1532073888300101e+01 1.4990560962166758e-05
-5.4212125169797987e-01 3.2175056781844580e-01 1.1518691434778182e+01 1.5336519335147291e-05
-5.4212125169797987e-01 3.3180527306277235e-01 1.1506069088598130e+01 1.5691463633714428e-05
-5.4212125169797987e-01 3.4185997830709869e-01 1.1494204383131112e+01 1.6054184859338472e-05
-5.4212125169797987e-01 3.5191468355142524e-01 1.1483094175658977e+01 1.6423218976301185e-05
-5.4212125169797987e-01 3.6196938879575158e-01 1.1472734794678765e+01 1.6796817678341983e-05
-5.4212125169797987e-01 3.7202409404007797e-01 1.1463122159683508e+01 1.7172917679185369e-05
-5.4212125169797987e-01 3.8207879928440447e-01 1.1454251877511822e+01 1.7549108315138455e-05
-5.4212125169797987e-01 3.9213350452873086e-01 1.1446119318648497e+01 1.7922597078142684e-05
-5.4212125169797987e-01 4.0218820977305736e-01 1.1438719676333204e+01 1.8290172591632669e-05
-5.4212125169797987e-01 4.1224291501738375e-01 1.1432048011080266e+01 1.8648164704642542e-05
-5.4212125169797987e-01 4.2229762026171014e-01 1.1426099283417511e+01 1.8992402249724331e-05
-5.4212125169797987e-01 4.3235232550603664e-01 1.1420868378699941e+01 1.9318171454102506e-05
-5.4212125169797987e-01 4.4240703075036303e-01 1.1416350130370903e+01 1.9620183333117515e-05
-5.4212125169797987e-01 4.5246173599468953e-01 1.1412539338601077e+01 1.9892512881929748e-05
-5.4212125169797987e-01 4.6251644123901592e-01 1.1409429577586305e+01 2.0123790496039056e-05
-5.4212125169797987e-01 4.7257114648334225e-01 1.1406978601548227e+01 2.0162679853525497e-05
-5.4212125169797987e-01 4.8262585172766881e-01 1.1405008774057746e+01 1.9344831003073679e-05
-5.4212125169797987e-01 4.9268055697199514e-01 1.1403887221706627e+01 1.9451763845175127e-05
-5.4212125169797987e-01 5.0273526221632159e-01 1.1403598982570363e+01 1.9980045587796455e-05
-5.2405054330804712e-01 -5.0273526221632159e-01 1.1459840140401980e+01 1.8593984555666537e-05
-5.2405054330804712e-01 -4.9268055697199509e-01 1.1460170782203978e+01 1.8056186861150323e-05
-5.2405054330804712e-01 -4.8262585172766864e-01 1.1461406208966697e+01 1.7969015923894765e-05
-5.2405054330804712e-01 -4.7257114648334225e-01 1.1463547034125453e+01 1.8840225859745487e-05
-5.2405054330804712e-01 -4.6251644123901581e-01 1.1466234724253642e+01 1.8819881950940272e-05
-5.2405054330804712e-01 -4.5246173599468936e-01 1.1469649866795812e+01 1.8602534545782030e-05
-5.2405054330804712e-01 -4.4240703075036292e-01 1.1473836143653239e+01 1.8345616802587471e-05
-5.2405054330804712e-01 -4.3235232550603647e-01 1.1478801311080183e+01 1.8060219541532716e-05
-5.2405054330804712e-01 -4.2229762026171014e-01 1.1484552115530992e+01 1.7751819255710255e-05
-5.2405054330804712e-01 -4.1224291501738369e-01 1.1491095501911282e+01 1.7425319694891426e-05
-5.2405054330804712e-01 -4.0218820977305725e-01 1.1498438601711509e+01 1.7085116986090520e-05
-5.2405054330804712e-01 -3.9213350452873080e-01 1.1506588718238239e+01 1.6735128928450820e-05
-5.2405054330804712e-01 -3.8207879928440436e-01 1.1515553311777941e+01 1.6378830467940250e-05
-5.2405054330804712e-01 -3.7202409404007797e-01 1.1525339978037847e+01 1.6019288492261598e-05
-5.2405054330804712e-01 -3.6196938879575147e-01 1.1535956415743771e+01 1.5659193905877700e-05
-5.2405054330804712e-01 -3.5191468355142508e-01 1.1547410380294320e+01 1.5300891046718563e-05
-5.2405054330804712e-01 -3.4185997830709863e-01 1.1559709620507505e+01 1.4946405138714845e-05
-5.2405054330804712e-01 -3.3180527306277219e-01 1.1572861795129917e+01 1.4597468468938749e-05
-5.2405054330804712e-01 -3.2175056781844580e-01 1.1586874365091690e+01 1.4255545753306887e-05
-5.2405054330804712e-01 -3.1169586257411935e-01 1.1601754456555238e+01 1.3921858903303118e-05
-5.2405054330804712e-01 -3.0164115732979291e-01 1.1617508688629211e+01 1.3597411204227524e-05
-5.2405054330804712e-01 -2.9158645208546646e-01 1.1634142958183116e+01 1.3283010783849945e-05
-5.2405054330804712e-01 -2.8153174684114002e-01 1.1651662172454779e+01 1.2979293183272921e-05
-5.2405054330804712e-01 -2.7147704159681363e-01 1.1670069918040145e+01 1.2686742825822034e-05
-5.2405054330804712e-01 -2.6142233635248718e-01 1.1689368052330039e+01 1.2405713197956199e-05
-5.2405054330804712e-01 -2.5136763110816074e-01 1.1709556200447610e+01 1.2136445595155252e-05
-5.2405054330804712e-01 -2.4131292586383432e-01 1.1730631137192546e+01 1.1879086333648593e-05
-5.2405054330804712e-01 -2.3125822061950788e-01 1.1752586029386531e+01 1.1633702378307468e-05
-5.2405054330804712e-01 -2.2120351537518143e-01 1.1775409509366421e+01 1.1400295382537951e-05
-5.2405054330804712e-01 -2.1114881013085501e-01 1.1799084545317903e+01 1.1178814174808231e-05
-5.2405054330804712e-01 -2.0109410488652857e-01 1.1823587068982038e+01 1.0969165757413632e-05
-5.2405054330804712e-01 -1.9103939964220218e-01 1.1848884316585510e+01 1.0771224905840485e-05
-5.2405054330804712e-01 -1.8098469439787573e-01 1.1874932835672839e+01 1.0584842472403946e-05
-5.2405054330804712e-01 -1.7092998915354929e-01 1.1901676110561366e+01 1.0409852506780785e-05
-5.2405054330804712e-01 -1.6087528390922284e-01 1.1929041765082852e+01 1.0246078309641108e-05
-5.2405054330804712e-01 -1.5082057866489645e-01 1.1956938317130787e+01 1.0093337534811765e-05
-5.2405054330804712e-01 -1.4076587342057001e-01 1.1985251490946874e+01 9.9514464518709186e-06
-5.2405054330804712e-01 -1.3071116817624356e-01 1.2013840147330800e+01 9.8202234749598161e-06
-5.2405054330804712e-01 -1.2065646293191713e-01 1.2042531977074834e+01 9.6994920563901112e-06
-5.2405054330804712e-01 -1.1060175768759069e-01 1.2071119224724155e+01 9.5890830353982247e-06
-5.2405054330804712e-01 -1.0054705244326431e-01 1.2099354864549834e+01 9.4888365239677624e-06
-5.2405054330804712e-01 -9.0492347198937867e-02 1.2126949809837770e+01 9.3986034030501840e-06
-5.2405054330804712e-01 -8.0437641954611422e-02 1.2153571818951054e+01 9.3182464943598284e-06
-5.2405054330804712e-01 -7.0382936710284977e-02 1.2178846593759035e+01 9.2476414649971880e-06
-5.2405054330804712e-01 -6.0328231465958525e-02 1.2202360865989982e+01 9.1866775147859611e-06
-5.2405054330804712e-01 -5.0273526221632080e-02 1.2223665803651693e+01 9.1352578892445219e-06
-5.2405054330804712e-01 -4.0218820977305711e-02 1.2242277427339658e+01 9.0933002549189987e-06
-5.2405054330804712e-01 -3.0164115732979262e-02 1.2257672192229794e+01 9.0607369676283937e-06
-5.2405054330804712e-01 -2.0109410488652817e-02 1.2269287596723466e+01 9.0375152588706859e-06
-5.2405054330804712e-01 -1.0054705244326374e-02 1.2276561062428751e+01 9.0235973606474602e-06
-5.2405054330804712e-01 7.1065644079062674e-17 1.2279044165728703e+01 9.0189605837637165e-06
-5.2405054330804712e-01 1.0054705244326445e-02 1.2276561062428758e+01 9.0235973606322593e-06
-5.2405054330804712e-01 2.0109410488652890e-02 1.2269287596723450e+01 9.0375152588702302e-06
-5.2405054330804712e-01 3.0164115732979335e-02 1.2257672192229805e+01 9.0607369676274366e-06
-5.2405054330804712e-01 4.0218820977305780e-02 1.2242277427339674e+01 9.0933002549271573e-06
-5.2405054330804712e-01 5.0273526221632225e-02 1.2223665803651683e+01 9.1352578892442831e-06
-5.2405054330804712e-01 6.0328231465958670e-02 1.2202360865989991e+01 9.1866775147790526e-06
-5.2405054330804712e-01 7.0382936710285046e-02 1.2178846593759040e+01 9.2476414649991548e-06
-5.2405054330804712e-01 8.0437641954611491e-02 1.2153571818951052e+01 9.3182464943631166e-06
-5.2405054330804712e-01 9.0492347198937936e-02 1.2126949809837772e+01 9.3986034030544260e-06
-5.2405054330804712e-01 1.0054705244326438e-01 1.2099354864549829e+01 9.4888365239689889e-06
-5.2405054330804712e-01 1.1060175768759083e-01 1.2071119224724152e+01 9.5890830353988989e-06
-5.2405054330804712e-01 1.2065646293191720e-01 1.2042531977074823e+01 9.6994920563868959e-06
-5.2405054330804712e-01 1.3071116817624365e-01 1.2013840147330804e+01 9.8202234749589216e-06
-5.2405054330804712e-01 1.4076587342057009e-01 1.1985251490946876e+01 9.9514464518695278e-06
-5.2405054330804712e-01 1.5082057866489645e-01 1.1956938317130785e+01 1.0093337534809952e-05
-5.2405054330804712e-01 1.6087528390922298e-01 1.1929041765082850e+01 1.0246078309640564e-05
-5.2405054330804712e-01 1.7092998915354934e-01 1.1901676110561363e+01 1.0409852506781253e-05
-5.2405054330804712e-01 1.8098469439787587e-01 1.1874932835672832e+01 1.0584842472401275e-05
-5.2405054330804712e-01 1.9103939964220223e-01 1.1848884316585506e+01 1.0771224905844432e-05
-5.2405054330804712e-01 2.0109410488652862e-01 1.1823587068982036e+01 1.0969165757413388e-05
-5.2405054330804712e-01 2.1114881013085512e-01 1.1799084545317893e+01 1.1178814174803682e-05
-5.2405054330804712e-01 2.2120351537518151e-01 1.1775409509366421e+01 1.1400295382534764e-05
-5.2405054330804712e-01 2.3125822061950801e-01 1.1752586029386530e+01 1.1633702378305715e-05
-5.2405054330804712e-01 2.4131292586383440e-01 1.1730631137192544e+01 1.1879086333643857e-05
-5.2405054330804712e-01 2.5136763110816079e-01 1.1709556200447603e+01 1.2136445595152438e-05
-5.2405054330804712e-01 2.6142233635248729e-01 1.1689368052330048e+01 1.2405713197955108e-05
-5.2405054330804712e-01 2.7147704159681368e-01 1.1670069918040136e+01 1.2686742825821341e-05
-5.2405054330804712e-01 2.8153174684114018e-01 1.1651662172454772e+01 1.2979293183274984e-05
-5.2405054330804712e-01 2.9158645208546657e-01 1.1634142958183125e+01 1.3283010783848505e-05
-5.2405054330804712e-01 3.0164115732979291e-01 1.1617508688629199e+01 1.3597411204227409e-05
-5.2405054330804712e-01 3.1169586257411946e-01 1.1601754456555232e+01 1.3921858903303277e-05
-5.2405054330804712e-01 3.2175056781844580e-01 1.1586874365091703e+01 1.4255545753308964e-05
-5.2405054330804712e-01 3.3180527306277235e-01 1.1572861795129914e+01 1.4597468468939194e-05
-5.2405054330804712e-01 3.4185997830709869e-01 1.1559709620507514e+01 1.4946405138713385e-05
-5.2405054330804712e-01 3.5191468355142524e-01 1.1547410380294313e+01 1.5300891046715663e-05
-5.2405054330804712e-01 3.6196938879575158e-01 1.1535956415743778e+01 1.5659193905876436e-05
-5.2405054330804712e-01 3.7202409404007797e-01 1.1525339978037859e+01 1.6019288492263583e-05
-5.2405054330804712e-01 3.8207879928440447e-01 1.1515553311777937e+01 1.6378830467943716e-05
-5.2405054330804712e-01 3.9213350452873086e-01 1.1506588718238234e+01 1.6735128928450071e-05
-5.2405054330804712e-01 4.0218820977305736e-01 1.1498438601711520e+01 1.7085116986089456e-05
-5.2405054330804712e-01 4.1224291501738375e-01 1.1491095501911280e+01 1.7425319694888780e-05
-5.2405054330804712e-01 4.2229762026171014e-01 1.1484552115530995e+01 1.7751819255711095e-05
-5.2405054330804712e-01 4.3235232550603664e-01 1.1478801311080190e+01 1.8060219541530165e-05
-5.2405054330804712e-01 4.4240703075036303e-01 1.1473836143653230e+01 1.8345616802585056e-05
-5.2405054330804712e-01 4.5246173599468953e-01 1.1469649866795816e+01 1.8602534545785920e-05
-5.2405054330804712e-01 4.6251644123901592e-01 1.1466234724253656e+01 1.8819881950941332e-05
-5.2405054330804712e-01 4.7257114648334225e-01 1.1463547034125456e+01 1.8840225859745460e-05
-5.2405054330804712e-01 4.8262585172766881e-01 1.1461406208966704e+01 1.7969015923895557e-05
-5.2405054330804712e-01 4.9268055697199514e-01 1.1460170782203987e+01 1.8056186861151110e-05
-5.2405054330804712e-01 5.0273526221632159e-01 1.1459840140401980e+01 1.8593984555665419e-05
-5.0597983491811449e-01 -5.0273526221632159e-01 1.1514817498142135e+01 1.7227492870375964e-05
-5.0597983491811449e-01 -4.9268055697199509e-01 1.1515190640586495e+01 1.6668847873092249e-05
-5.0597983491811449e-01 -4.8262585172766864e-01 1.1516540153258635e+01 1.6582090649222671e-05
-5.0597983491811449e-01 -4.7257114648334225e-01 1.1518854016268376e+01 1.7500113565818864e-05
-5.0597983491811449e-01 -4.6251644123901581e-01 1.1521783845452292e+01 1.7499556382122777e-05
-5.0597983491811449e-01 -4.5246173599468936e-01 1.1525511957253617e+01 1.7299108363729165e-05
-5.0597983491811449e-01 -4.4240703075036292e-01 1.1530083357208962e+01 1.7061062765694712e-05
-5.0597983491811449e-01 -4.3235232550603647e-01 1.1535507324684051e+01 1.6796088362631837e-05
-5.0597983491811449e-01 -4.2229762026171014e-01 1.1541792390283797e+01 1.6509109280408149e-05
-5.0597983491811449e-01 -4.1224291501738369e-01 1.1548947552990949e+01 1.6204546849576600e-05
-5.0597983491811449e-01 -4.0218820977305725e-01 1.1556982278812532e+01 1.5886392229384751e-05
-5.0597983491811449e-01 -3.9213350452873080e-01 1.1565906499276874e+01 1.5558234465129528e-05
-5.0597983491811449e-01 -3.8207879928440436e-01 1.1575730612244234e+01 1.5223290641525341e-05
-5.0597983491811449e-01 -3.7202409404007797e-01 1.1586465478130219e+01 1.4884433067581594e-05
-5.0597983491811449e-01 -3.6196938879575147e-01 1.1598122407246946e+01 1.4544212711493435e-05
-5.0597983491811449e-01 -3.5191468355142508e-01 1.1610713135001134e+01 1.4204879812814681e-05
-5.0597983491811449e-01 -3.4185997830709863e-01 1.1624249781794147e+01 1.3868402934736983e-05
-5.0597983491811449e-01 -3.3180527306277219e-01 1.1638744794030812e+01 1.3536487489546310e-05
-5.0597983491811449e-01 -3.2175056781844580e-01 1.1654210861831675e+01 1.3210594379288205e-05
-5.0597983491811449e-01 -3.1169586257411935e-01 1.1670660807921712e+01 1.2891959023281972e-05
-5.0597983491811449e-01 -3.0164115732979291e-01 1.1688107440721954e+01 1.2581610762144644e-05
-5.0597983491811449e-01 -2.9158645208546646e-01 1.1706563362852220e+01 1.2280392445888579e-05
-5.0597983491811449e-01 -2.8153174684114002e-01 1.1726040723977933e+01 1.1988979919402288e-05
-5.0597983491811449e-01 -2.7147704159681363e-01 1.1746550904094548e+01 1.1707901091221221e-05
-5.0597983491811449e-01 -2.6142233635248718e-01 1.1768104109805284e+01 1.1437554289739227e-05
-5.0597983491811449e-01 -2.5136763110816074e-01 1.1790708861753345e+01 1.1178225656576885e-05
-5.0597983491811449e-01 -2.4131292586383432e-01 1.1814371345938536e+01 1.0930105385488803e-05
-5.0597983491811449e-01 -2.3125822061950788e-01 1.1839094594990367e+01 1.0693302676901296e-05
-5.0597983491811449e-01 -2.2120351537518143e-01 1.1864877457402468e+01 1.0467859336237558e-05
-5.0597983491811449e-01 -2.1114881013085501e-01 1.1891713303127098e+01 1.0253761994799290e-05
-5.0597983491811449e-01 -2.0109410488652857e-01 1.1919588402777562e+01 1.0050952973568371e-05
-5.0597983491811449e-01 -1.9103939964220218e-01 1.1948479905246796e+01 9.8593398423499416e-06
-5.0597983491811449e-01 -1.8098469439787573e-01 1.1978353325549712e+01 9.6788037498424195e-06
-5.0597983491811449e-01 -1.7092998915354929e-01 1.2009159442693639e+01 9.5092066154909076e-06
-5.0597983491811449e-01 -1.6087528390922284e-01 1.2040830499299746e+01 9.3503972829820199e-06
-5.0597983491811449e-01 -1.5082057866489645e-01 1.2073275595620087e+01 9.2022167385223213e-06
-5.0597983491811449e-01 -1.4076587342057001e-01 1.2106375188844945e+01 9.0645024968368465e-06
-5.0597983491811449e-01 -1.3071116817624356e-01 1.2139974657059790e+01 8.9370922542756512e-06
-5.0597983491811449e-01 -1.2065646293191713e-01 1.2173876984626244e+01 8.8198269031885238e-06
-5.0597983491811449e-01 -1.1060175768759069e-01 1.2207834797158913e+01 8.7125529949314734e-06
-5.0597983491811449e-01 -1.0054705244326431e-01 1.2241542248910962e+01 8.6151247315097105e-06
-5.0597983491811449e-01 -9.0492347198937867e-02 1.2274627668954498e+01 8.5274055582693047e-06
-5.0597983491811449e-01 -8.0437641954611422e-02 1.2306648408688012e+01 8.4492694221598986e-06
-5.0597983491811449e-01 -7.0382936710284977e-02 1.2337089948633267e+01 8.3806017528973309e-06
-5.0597983491811449e-01 -6.0328231465958525e-02 1.2365371854740005e+01 8.3213002170587431e-06
-5.0597983491811449e-01 -5.0273526221632080e-02 1.2390863302469967e+01 8.2712752884024449e-06
-5.0597983491811449e-01 -4.0218820977305711e-02 1.2412910159129297e+01 8.2304506715150796e-06
-5.0597983491811449e-01 -3.0164115732979262e-02 1.2430873697598910e+01 8.1987636100007709e-06
-5.0597983491811449e-01 -2.0109410488652817e-02 1.2444178192951213e+01 8.1761651048004735e-06
-5.0597983491811449e-01 -1.0054705244326374e-02 1.2452361982520456e+01 8.1626200632850046e-06
-5.0597983491811449e-01 7.1065644079062674e-17 1.2455124720546145e+01 8.1581073947396692e-06
-5.0597983491811449e-01 1.0054705244326445e-02 1.2452361982520458e+01 8.1626200632806780e-06
-5.0597983491811449e-01 2.0109410488652890e-02 1.2444178192951217e+01 8.1761651047916186e-06
-5.0597983491811449e-01 3.0164115732979335e-02 1.2430873697598905e+01 8.1987636100023464e-06
-5.0597983491811449e-01 4.0218820977305780e-02 1.2412910159129297e+01 8.2304506715159893e-06
-5.0597983491811449e-01 5.0273526221632225e-02 1.2390863302469967e+01 8.2712752883993092e-06
-5.0597983491811449e-01 6.0328231465958670e-02 1.2365371854740010e+01 8.3213002170674337e-06
-5.0597983491811449e-01 7.0382936710285046e-02 1.2337089948633260e+01 8.3806017528953539e-06
-5.0597983491811449e-01 8.0437641954611491e-02 1.2306648408688011e+01 8.4492694221610794e-06
-5.0597983491811449e-01 9.0492347198937936e-02 1.2274627668954487e+01 8.5274055582727640e-06
-5.0597983491811449e-01 1.0054705244326438e-01 1.2241542248910951e+01 8.6151247315179182e-06
-5.0597983491811449e-01 1.1060175768759083e-01 1.2207834797158913e+01 8.7125529949293575e-06
-5.0597983491811449e-01 1.2065646293191720e-01 1.2173876984626229e+01 8.8198269031828843e-06
-5.0597983491811449e-01 1.3071116817624365e-01 1.2139974657059778e+01 8.9370922542730407e-06
-5.0597983491811449e-01 1.4076587342057009e-01 1.2106375188844957e+01 9.0645024968387133e-06
-5.0597983491811449e-01 1.5082057866489645e-01 1.2073275595620098e+01 9.2022167385219503e-06
-5.0597983491811449e-01 1.6087528390922298e-01 1.2040830499299734e+01 9.3503972829814998e-06
-5.0597983491811449e-01 1.7092998915354934e-01 1.2009159442693639e+01 9.5092066154896692e-06
-5.0597983491811449e-01 1.8098469439787587e-01 1.1978353325549710e+01 9.6788037498416267e-06
-5.0597983491811449e-01 1.9103939964220223e-01 1.1948479905246796e+01 9.8593398423529350e-06
-5.0597983491811449e-01 2.0109410488652862e-01 1.1919588402777565e+01 1.0050952973564804e-05
-5.0597983491811449e-01 2.1114881013085512e-01 1.1891713303127117e+01 1.0253761994799486e-05
-5.0597983491811449e-01 2.2120351537518151e-01 1.1864877457402464e+01 1.0467859336240826e-05
-5.0597983491811449e-01 2.3125822061950801e-01 1.1839094594990360e+01 1.0693302676904139e-05
-5.0597983491811449e-01 2.4131292586383440e-01 1.1814371345938552e+01 1.0930105385485309e-05
-5.0597983491811449e-01 2.5136763110816079e-01 1.1790708861753352e+01 1.1178225656580582e-05
-5.0597983491811449e-01 2.6142233635248729e-01 1.1768104109805275e+01 1.1437554289739562e-05
-5.0597983491811449e-01 2.7147704159681368e-01 1.1746550904094548e+01 1.1707901091220347e-05
-5.0597983491811449e-01 2.8153174684114018e-01 1.1726040723977937e+01 1.1988979919400570e-05
-5.0597983491811449e-01 2.9158645208546657e-01 1.1706563362852211e+01 1.2280392445888445e-05
-5.0597983491811449e-01 3.0164115732979291e-01 1.1688107440721950e+01 1.2581610762141327e-05
-5.0597983491811449e-01 3.1169586257411946e-01 1.1670660807921717e+01 1.2891959023283595e-05
-5.0597983491811449e-01 3.2175056781844580e-01 1.1654210861831674e+01 1.3210594379289694e-05
-5.0597983491811449e-01 3.3180527306277235e-01 1.1638744794030806e+01 1.3536487489545407e-05
-5.0597983491811449e-01 3.4185997830709869e-01 1.1624249781794161e+01 1.3868402934738162e-05
-5.0597983491811449e-01 3.5191468355142524e-01 1.1610713135001133e+01 1.4204879812816680e-05
-5.0597983491811449e-01 3.6196938879575158e-01 1.1598122407246953e+01 1.4544212711491819e-05
-5.0597983491811449e-01 3.7202409404007797e-01 1.1586465478130206e+01 1.4884433067582002e-05
-5.0597983491811449e-01 3.8207879928440447e-01 1.1575730612244230e+01 1.5223290641525630e-05
-5.0597983491811449e-01 3.9213350452873086e-01 1.1565906499276874e+01 1.5558234465129728e-05
-5.0597983491811449e-01 4.0218820977305736e-01 1.1556982278812532e+01 1.5886392229383111e-05
-5.0597983491811449e-01 4.1224291501738375e-01 1.1548947552990942e+01 1.6204546849576384e-05
-5.0597983491811449e-01 4.2229762026171014e-01 1.1541792390283792e+01 1.6509109280408166e-05
-5.0597983491811449e-01 4.3235232550603664e-01 1.1535507324684053e+01 1.6796088362631827e-05
-5.0597983491811449e-01 4.4240703075036303e-01 1.1530083357208957e+01 1.7061062765695227e-05
-5.0597983491811449e-01 4.5246173599468953e-01 1.1525511957253617e+01 1.7299108363729470e-05
-5.0597983491811449e-01 4.6251644123901592e-01 1.1521783845452280e+01 1.7499556382123275e-05
-5.0597983491811449e-01 4.7257114648334225e-01 1.1518854016268357e+01 1.7500113565818430e-05
-5.0597983491811449e-01 4.8262585172766881e-01 1.1516540153258635e+01 1.6582090649224809e-05
-5.0597983491811449e-01 4.9268055697199514e-01 1.1515190640586480e+01 1.6668847873089978e-05
-5.0597983491811449e-01 5.0273526221632159e-01 1.1514817498142135e+01 1.7227492870376727e-05
-4.8790912652818186e-01 -5.0273526221632159e-01 1.1567916165000730e+01 1.5888920915802289e-05
-4.8790912652818186e-01 -4.9268055697199509e-01 1.1568331434811086e+01 1.5296365449988234e-05
-4.8790912652818186e-01 -4.8262585172766864e-01 1.1569793623583914e+01 1.5187363475493720e-05
-4.8790912652818186e-01 -4.7257114648334225e-01 1.1572279805046056e+01 1.6144034676873071e-05
-4.8790912652818186e-01 -4.6251644123901581e-01 1.1575453618037326e+01 1.6164458319342032e-05
-4.8790912652818186e-01 -4.5246173599468936e-01 1.1579497728955570e+01 1.5984108581009724e-05
-4.8790912652818186e-01 -4.4240703075036292e-01 1.1584458318915706e+01 1.5768627536499987e-05
-4.8790912652818186e-01 -4.3235232550603647e-01 1.1590346378723105e+01 1.5528090534135596e-05
-4.8790912652818186e-01 -4.2229762026171014e-01 1.1597172456164390e+01 1.5266750607778860e-05
-4.8790912652818186e-01 -4.1224291501738369e-01 1.1604947874523667e+01 1.4988439819819075e-05
